id_evento,nombre_evento,url_evento,codigo_postal,direccion,horario,fecha_inicio,fecha_fin,organizacion,id_ciudad
240,Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa7248a5e0d84910VgnVCM1000001d4a900aRCRD,28019,CALLE ISAAC ALBENIZ 1,19:00,2025-01-23,2025-05-29,Biblioteca Pública Municipal Ana María Matute (Carabanchel),1
241,Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae6016630a815910VgnVCM2000001f4a900aRCRD,28038,CALLE CANTALAPIEDRA 11,11:00,2025-02-04,2025-06-17,Biblioteca Pública Municipal Portazgo (Puente de Vallecas),1
242,Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad33527bea41910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,19:00,2024-10-02,2025-06-18,Biblioteca Pública Municipal San Fermín (Usera),1
243,Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed0f5ab3b2f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:30,2025-01-17,2025-05-30,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),1
244,Tertulias en Inglés (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eec46c112bc41910VgnVCM2000001f4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,18:00,2024-09-25,2025-06-11,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),1
245,"Top Secret: aventuras, sueños y mentiras",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9afd87330c444910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2025-01-26,2025-03-16,Matadero Madrid,1
246,Triatlón por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e703104e46fa710VgnVCM1000001d4a900aRCRD,28011,PASEO PUERTA DEL ANGEL 7,00:00,2024-09-01,2025-06-30,Centro Deportivo Municipal Casa de Campo,1
247,Triatlón por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=86742bbbbdc89810VgnVCM2000001f4a900aRCRD,28042,AVENIDA LOGROÑO 70,00:00,2024-09-01,2025-06-30,Centro Deportivo Municipal Barajas,1
248,Triatlón por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7df3104e46fa710VgnVCM1000001d4a900aRCRD,28031,CALLE CERRO DE ALMODOVAR 9,00:00,2024-09-01,2025-06-30,Centro Deportivo Municipal Cerro Almodóvar,1
249,Trópico sin tópico: Amazonas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=517b08502f864910VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,2025-02-13,2025-06-22,CentroCentro,1
250,"Tú, yo y el mundo. La Colmena",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f6402a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2024-10-08,2025-05-27,Centro de Cultura Contemporánea Conde Duque,1
251,Una mirada a través del tiempo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b2c423122abc4910VgnVCM1000001d4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,,2025-02-03,2025-03-28,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),1
252,Vida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2edddd487835910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,08:30,2025-03-01,2025-03-31,Biblioteca Pública Municipal Benito Pérez Galdós (Centro),1
253,Vida del Palacio de Cibeles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=df2b06e5faa72910VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,2024-10-11,2025-10-13,CentroCentro,1
254,"Villaverde Alto. Actuación Infantil, Concurso de Disfraces y Orquesta Crystal",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f232e655eaf4910VgnVCM1000001d4a900aRCRD,0,,19:30,2025-03-01,2025-03-01,,1
255,Villaverde Alto. Desfile de Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b70838dd54af4910VgnVCM2000001f4a900aRCRD,0,,18:00,2025-03-01,2025-03-01,,1
256,Villaverde Bajo. Concurso de Disfraces y Pasacalles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=87042e655eaf4910VgnVCM1000001d4a900aRCRD,0,,17:30,2025-03-01,2025-03-01,,1
257,"Visita a la exposición permanente Maris Stella, un sueño de todos'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f745ce5179e61910VgnVCM1000001d4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,,2024-08-20,2025-03-31,Centro de Educación Ambiental y Cultural Maris Stella (Usera),1
258,Visitas a Matadero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d3cc39a88fb5810VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-09-09,2025-07-07,Matadero Madrid,1
259,Visitas a Matadero para grupos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7aee08f9be116810VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2023-02-02,2027-02-04,Matadero Madrid,1
260,Visitas dialogadas. Fuentesal Arenillas e Itziar Okariz «CARRUSEL»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b3fba93a70e4910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2025-02-28,2025-05-18,Centro de Cultura Contemporánea Conde Duque,1
261,Visitas guiadas a CentroCentro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9dbd981f4ab5810VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,2024-04-01,2030-01-01,CentroCentro,1
262,Visitas guiadas a las exposiciones de CentroCentro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da941a577f8f4910VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,2025-02-11,2025-06-01,CentroCentro,1
263,Visitas guiadas con música en directo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf7c23122abc4910VgnVCM1000001d4a900aRCRD,28014,CALLE ALAMEDA 15,,2025-02-08,2025-03-09,Espacio Cultural Serrería Belga,1
264,Wikiesfera &gt; Aprendiendo a editar en Wikipedia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28be106762794910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,18:00,2025-01-29,2025-03-27,Medialab Matadero,1
265,"Y tú, ¿cómo viajas?",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1647417016603910VgnVCM1000001d4a900aRCRD,28037,CALLE HERMANOS GARCIA NOBLEJAS 14,10:00,2024-12-04,2025-05-28,Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),1
266,Yoga para el buen trato II,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=875e1105afad4910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 10,18:00,2025-02-18,2025-03-11,Espacio de Igualdad Juana Doña. Arganzuela,1
267,'Lina en el mundo de Paul Klee' por Alejandra Bonmatí Arnau,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e478ce5f1ccc4910VgnVCM2000001f4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,08:30,2025-02-04,2025-03-25,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),1
268,'Refugiados' por Myriam Laguía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=239617d42cad4910VgnVCM1000001d4a900aRCRD,28019,CALLE ISAAC ALBENIZ 1,19:00,2025-02-14,2025-03-13,Biblioteca Pública Municipal Ana María Matute (Carabanchel),1
269,¡Ahora nos toca jugar! Juegos de mesa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=536b470052eb2910VgnVCM2000001f4a900aRCRD,28043,CALLE MATAPOZUELOS 2,11:00,2025-01-03,2025-03-28,Espacio de Igualdad Carme Chacón. Hortaleza,1
